GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021201041,258,2544,LeBron James,1610612748,Miami Heat,3,10,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,3,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,277,2544,LeBron James,1610612748,Miami Heat,3,8,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-117,236,1,0,20130324,MIA,CHA
Shot Chart Detail,0021201041,288,2544,LeBron James,1610612748,Miami Heat,3,7,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-123,96,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,327,2544,LeBron James,1610612748,Miami Heat,3,4,1,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,15,80,134,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,384,2544,LeBron James,1610612748,Miami Heat,3,0,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-103,127,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,423,2544,LeBron James,1610612748,Miami Heat,4,8,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-157,93,1,0,20130324,MIA,CHA
Shot Chart Detail,0021201041,427,2544,LeBron James,1610612748,Miami Heat,4,7,58,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201049,26,2544,LeBron James,1610612748,Miami Heat,1,9,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,12,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201049,53,2544,LeBron James,1610612748,Miami Heat,1,6,22,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201049,79,2544,LeBron James,1610612748,Miami Heat,1,3,4,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,20,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201049,90,2544,LeBron James,1610612748,Miami Heat,1,2,29,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,22,1,0,20130325,ORL,MIA
Shot Chart Detail,0021201049,98,2544,LeBron James,1610612748,Miami Heat,1,0,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,100,108,1,0,20130325,ORL,MIA
Shot Chart Detail,0021201049,288,2544,LeBron James,1610612748,Miami Heat,3,9,27,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-128,167,1,0,20130325,ORL,MIA
Shot Chart Detail,0021201049,308,2544,LeBron James,1610612748,Miami Heat,3,6,40,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,136,107,1,0,20130325,ORL,MIA
Shot Chart Detail,0021201049,322,2544,LeBron James,1610612748,Miami Heat,3,5,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-82,58,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201049,346,2544,LeBron James,1610612748,Miami Heat,3,3,58,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,2,74,1,0,20130325,ORL,MIA
Shot Chart Detail,0021201049,358,2544,LeBron James,1610612748,Miami Heat,3,3,9,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,9,1,0,20130325,ORL,MIA
Shot Chart Detail,0021201049,363,2544,LeBron James,1610612748,Miami Heat,3,2,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,17,1,0,20130325,ORL,MIA
Shot Chart Detail,0021201049,370,2544,LeBron James,1610612748,Miami Heat,3,2,0,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,20,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201049,378,2544,LeBron James,1610612748,Miami Heat,3,1,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,14,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201049,422,2544,LeBron James,1610612748,Miami Heat,4,10,19,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201049,463,2544,LeBron James,1610612748,Miami Heat,4,6,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,22,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201049,493,2544,LeBron James,1610612748,Miami Heat,4,3,21,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-201,28,1,1,20130325,ORL,MIA
Shot Chart Detail,0021201062,27,2544,LeBron James,1610612748,Miami Heat,1,8,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-182,165,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,36,2544,LeBron James,1610612748,Miami Heat,1,7,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-163,190,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,55,2544,LeBron James,1610612748,Miami Heat,1,6,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-187,176,1,0,20130327,CHI,MIA
Shot Chart Detail,0021201062,111,2544,LeBron James,1610612748,Miami Heat,1,1,20,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,11,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,120,2544,LeBron James,1610612748,Miami Heat,1,0,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,0,20130327,CHI,MIA
Shot Chart Detail,0021201062,163,2544,LeBron James,1610612748,Miami Heat,2,6,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,3,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,185,2544,LeBron James,1610612748,Miami Heat,2,3,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,14,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,232,2544,LeBron James,1610612748,Miami Heat,3,11,30,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,9,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,238,2544,LeBron James,1610612748,Miami Heat,3,10,22,Made Shot,Running Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,273,2544,LeBron James,1610612748,Miami Heat,3,6,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-177,170,1,0,20130327,CHI,MIA
Shot Chart Detail,0021201062,304,2544,LeBron James,1610612748,Miami Heat,3,2,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-183,20,1,0,20130327,CHI,MIA
Shot Chart Detail,0021201062,320,2544,LeBron James,1610612748,Miami Heat,3,0,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,378,2544,LeBron James,1610612748,Miami Heat,4,8,25,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-108,6,1,0,20130327,CHI,MIA
Shot Chart Detail,0021201062,400,2544,LeBron James,1610612748,Miami Heat,4,6,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,-2,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,460,2544,LeBron James,1610612748,Miami Heat,4,2,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,165,187,1,0,20130327,CHI,MIA
Shot Chart Detail,0021201062,469,2544,LeBron James,1610612748,Miami Heat,4,1,58,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,11,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201062,488,2544,LeBron James,1610612748,Miami Heat,4,0,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,0,1,1,20130327,CHI,MIA
Shot Chart Detail,0021201080,4,2544,LeBron James,1610612748,Miami Heat,1,11,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-131,175,1,0,20130329,NOH,MIA
Shot Chart Detail,0021201080,25,2544,LeBron James,1610612748,Miami Heat,1,9,42,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,14,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,43,2544,LeBron James,1610612748,Miami Heat,1,7,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,9,186,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,113,2544,LeBron James,1610612748,Miami Heat,1,1,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,73,247,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,115,2544,LeBron James,1610612748,Miami Heat,1,1,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-149,214,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,118,2544,LeBron James,1610612748,Miami Heat,1,0,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-174,176,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,134,2544,LeBron James,1610612748,Miami Heat,2,11,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-199,162,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,138,2544,LeBron James,1610612748,Miami Heat,2,10,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,118,189,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,150,2544,LeBron James,1610612748,Miami Heat,2,9,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,2,269,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,155,2544,LeBron James,1610612748,Miami Heat,2,8,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,114,67,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,158,2544,LeBron James,1610612748,Miami Heat,2,8,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,138,209,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,161,2544,LeBron James,1610612748,Miami Heat,2,7,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-19,252,1,0,20130329,NOH,MIA
Shot Chart Detail,0021201080,163,2544,LeBron James,1610612748,Miami Heat,2,7,44,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-183,45,1,0,20130329,NOH,MIA
Shot Chart Detail,0021201080,173,2544,LeBron James,1610612748,Miami Heat,2,7,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,127,102,1,0,20130329,NOH,MIA
Shot Chart Detail,0021201080,276,2544,LeBron James,1610612748,Miami Heat,3,10,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,17,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,308,2544,LeBron James,1610612748,Miami Heat,3,6,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-175,189,1,0,20130329,NOH,MIA
Shot Chart Detail,0021201080,345,2544,LeBron James,1610612748,Miami Heat,3,3,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,212,138,1,0,20130329,NOH,MIA
Shot Chart Detail,0021201080,366,2544,LeBron James,1610612748,Miami Heat,3,1,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,124,9,1,0,20130329,NOH,MIA
Shot Chart Detail,0021201080,373,2544,LeBron James,1610612748,Miami Heat,3,0,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,12,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201080,376,2544,LeBron James,1610612748,Miami Heat,3,0,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,94,230,1,1,20130329,NOH,MIA
Shot Chart Detail,0021201140,11,2544,LeBron James,1610612748,Miami Heat,1,10,54,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-78,142,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,20,2544,LeBron James,1610612748,Miami Heat,1,9,14,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,17,1,0,20130406,MIA,PHI
Shot Chart Detail,0021201140,40,2544,LeBron James,1610612748,Miami Heat,1,7,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,17,274,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,44,2544,LeBron James,1610612748,Miami Heat,1,6,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,47,2544,LeBron James,1610612748,Miami Heat,1,5,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,11,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,57,2544,LeBron James,1610612748,Miami Heat,1,4,52,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-67,47,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,190,2544,LeBron James,1610612748,Miami Heat,2,5,50,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-117,11,1,0,20130406,MIA,PHI
Shot Chart Detail,0021201140,211,2544,LeBron James,1610612748,Miami Heat,2,2,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,159,137,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,224,2544,LeBron James,1610612748,Miami Heat,2,0,56,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,190,-8,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,238,2544,LeBron James,1610612748,Miami Heat,3,11,34,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,14,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,240,2544,LeBron James,1610612748,Miami Heat,3,10,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-175,175,1,0,20130406,MIA,PHI
Shot Chart Detail,0021201140,249,2544,LeBron James,1610612748,Miami Heat,3,9,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-106,189,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,280,2544,LeBron James,1610612748,Miami Heat,3,7,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,147,145,1,0,20130406,MIA,PHI
Shot Chart Detail,0021201140,460,2544,LeBron James,1610612748,Miami Heat,4,2,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,462,2544,LeBron James,1610612748,Miami Heat,4,2,42,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,1,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201140,474,2544,LeBron James,1610612748,Miami Heat,4,1,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,6,1,0,20130406,MIA,PHI
Shot Chart Detail,0021201140,476,2544,LeBron James,1610612748,Miami Heat,4,1,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,3,1,1,20130406,MIA,PHI
Shot Chart Detail,0021201157,18,2544,LeBron James,1610612748,Miami Heat,1,9,32,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,34,1,0,20130409,MIA,MIL
Shot Chart Detail,0021201157,25,2544,LeBron James,1610612748,Miami Heat,1,8,47,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-2,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,34,2544,LeBron James,1610612748,Miami Heat,1,7,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,201,72,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,43,2544,LeBron James,1610612748,Miami Heat,1,6,19,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,7,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,78,2544,LeBron James,1610612748,Miami Heat,1,2,5,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,197,2544,LeBron James,1610612748,Miami Heat,2,2,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,95,126,1,0,20130409,MIA,MIL
Shot Chart Detail,0021201157,224,2544,LeBron James,1610612748,Miami Heat,2,0,40,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-81,0,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,244,2544,LeBron James,1610612748,Miami Heat,3,11,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-112,168,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,257,2544,LeBron James,1610612748,Miami Heat,3,9,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,39,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,260,2544,LeBron James,1610612748,Miami Heat,3,9,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-188,159,1,0,20130409,MIA,MIL
Shot Chart Detail,0021201157,267,2544,LeBron James,1610612748,Miami Heat,3,8,48,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,33,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,278,2544,LeBron James,1610612748,Miami Heat,3,7,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-155,134,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,294,2544,LeBron James,1610612748,Miami Heat,3,6,4,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-122,74,1,0,20130409,MIA,MIL
Shot Chart Detail,0021201157,306,2544,LeBron James,1610612748,Miami Heat,3,4,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,11,1,0,20130409,MIA,MIL
Shot Chart Detail,0021201157,427,2544,LeBron James,1610612748,Miami Heat,4,5,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201157,448,2544,LeBron James,1610612748,Miami Heat,4,2,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,1,20130409,MIA,MIL
Shot Chart Detail,0021201180,17,2544,LeBron James,1610612748,Miami Heat,1,10,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,26,1,0,20130412,MIA,BOS
Shot Chart Detail,0021201180,29,2544,LeBron James,1610612748,Miami Heat,1,9,14,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,11,1,1,20130412,MIA,BOS
Shot Chart Detail,0021201180,34,2544,LeBron James,1610612748,Miami Heat,1,8,43,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130412,MIA,BOS
Shot Chart Detail,0021201180,44,2544,LeBron James,1610612748,Miami Heat,1,7,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-57,198,1,0,20130412,MIA,BOS
Shot Chart Detail,0021201180,56,2544,LeBron James,1610612748,Miami Heat,1,6,34,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,3,1,1,20130412,MIA,BOS
Shot Chart Detail,0021201180,63,2544,LeBron James,1610612748,Miami Heat,1,5,59,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,1,1,1,20130412,MIA,BOS
Shot Chart Detail,0021201180,199,2544,LeBron James,1610612748,Miami Heat,2,3,45,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130412,MIA,BOS
Shot Chart Detail,0021201180,214,2544,LeBron James,1610612748,Miami Heat,2,2,6,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20130412,MIA,BOS
Shot Chart Detail,0021201180,223,2544,LeBron James,1610612748,Miami Heat,2,0,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,12,1,1,20130412,MIA,BOS
Shot Chart Detail,0021201180,310,2544,LeBron James,1610612748,Miami Heat,3,4,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,42,198,1,1,20130412,MIA,BOS
Shot Chart Detail,0021201194,2,2544,LeBron James,1610612748,Miami Heat,1,11,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,4,1,1,20130414,MIA,CHI
Shot Chart Detail,0021201194,10,2544,LeBron James,1610612748,Miami Heat,1,10,52,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,36,1,1,20130414,MIA,CHI
Shot Chart Detail,0021201194,46,2544,LeBron James,1610612748,Miami Heat,1,7,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20130414,MIA,CHI
Shot Chart Detail,0021201194,230,2544,LeBron James,1610612748,Miami Heat,2,5,16,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,0,1,1,20130414,MIA,CHI
Shot Chart Detail,0021201194,253,2544,LeBron James,1610612748,Miami Heat,2,3,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,4,1,1,20130414,MIA,CHI
Shot Chart Detail,0021201194,279,2544,LeBron James,1610612748,Miami Heat,2,0,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,3,1,1,20130414,MIA,CHI
Shot Chart Detail,0021201194,289,2544,LeBron James,1610612748,Miami Heat,3,11,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,110,121,1,1,20130414,MIA,CHI
Shot Chart Detail,0021201194,353,2544,LeBron James,1610612748,Miami Heat,3,4,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,182,14,1,0,20130414,MIA,CHI
Shot Chart Detail,0021201194,361,2544,LeBron James,1610612748,Miami Heat,3,4,14,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,1,1,0,20130414,MIA,CHI
Shot Chart Detail,0021201194,510,2544,LeBron James,1610612748,Miami Heat,4,5,26,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-89,60,1,0,20130414,MIA,CHI
Shot Chart Detail,0021201194,533,2544,LeBron James,1610612748,Miami Heat,4,3,54,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,34,1,0,20130414,MIA,CHI
Shot Chart Detail,0021201194,552,2544,LeBron James,1610612748,Miami Heat,4,1,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,92,88,1,0,20130414,MIA,CHI
