GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021200652,29,2544,LeBron James,1610612748,Miami Heat,1,8,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,-3,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,44,2544,LeBron James,1610612748,Miami Heat,1,5,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,11,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,91,2544,LeBron James,1610612748,Miami Heat,1,1,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-2,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,97,2544,LeBron James,1610612748,Miami Heat,1,0,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-2,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,99,2544,LeBron James,1610612748,Miami Heat,1,0,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,191,2544,LeBron James,1610612748,Miami Heat,2,3,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,15,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,194,2544,LeBron James,1610612748,Miami Heat,2,2,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-131,71,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,251,2544,LeBron James,1610612748,Miami Heat,3,11,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-146,197,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,254,2544,LeBron James,1610612748,Miami Heat,3,11,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-138,230,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,256,2544,LeBron James,1610612748,Miami Heat,3,10,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-101,238,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,326,2544,LeBron James,1610612748,Miami Heat,3,3,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,0,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,354,2544,LeBron James,1610612748,Miami Heat,3,2,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-205,42,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,364,2544,LeBron James,1610612748,Miami Heat,3,0,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-84,127,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,367,2544,LeBron James,1610612748,Miami Heat,3,0,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-100,131,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,373,2544,LeBron James,1610612748,Miami Heat,4,11,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-187,102,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,408,2544,LeBron James,1610612748,Miami Heat,4,8,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,65,252,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,458,2544,LeBron James,1610612748,Miami Heat,4,3,2,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-87,77,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,512,2544,LeBron James,1610612748,Miami Heat,4,0,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-30,261,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,530,2544,LeBron James,1610612748,Miami Heat,5,3,26,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,184,50,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,537,2544,LeBron James,1610612748,Miami Heat,5,2,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,138,213,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,539,2544,LeBron James,1610612748,Miami Heat,5,2,30,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,543,2544,LeBron James,1610612748,Miami Heat,5,1,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-2,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,550,2544,LeBron James,1610612748,Miami Heat,5,0,50,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-166,28,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,556,2544,LeBron James,1610612748,Miami Heat,5,0,14,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,564,2544,LeBron James,1610612748,Miami Heat,6,4,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-136,124,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,595,2544,LeBron James,1610612748,Miami Heat,6,1,48,Missed Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-76,17,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200652,601,2544,LeBron James,1610612748,Miami Heat,6,1,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,23,1,1,20130127,BOS,MIA
Shot Chart Detail,0021200652,615,2544,LeBron James,1610612748,Miami Heat,6,0,6,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-127,56,1,0,20130127,BOS,MIA
Shot Chart Detail,0021200675,15,2544,LeBron James,1610612748,Miami Heat,1,9,54,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,0,1,0,20130130,BKN,MIA
Shot Chart Detail,0021200675,30,2544,LeBron James,1610612748,Miami Heat,1,7,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-128,74,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,37,2544,LeBron James,1610612748,Miami Heat,1,6,39,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,11,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,45,2544,LeBron James,1610612748,Miami Heat,1,5,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,22,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,52,2544,LeBron James,1610612748,Miami Heat,1,4,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-128,164,1,0,20130130,BKN,MIA
Shot Chart Detail,0021200675,54,2544,LeBron James,1610612748,Miami Heat,1,4,34,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,26,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,67,2544,LeBron James,1610612748,Miami Heat,1,3,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-144,85,1,0,20130130,BKN,MIA
Shot Chart Detail,0021200675,106,2544,LeBron James,1610612748,Miami Heat,1,0,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-46,17,1,0,20130130,BKN,MIA
Shot Chart Detail,0021200675,115,2544,LeBron James,1610612748,Miami Heat,1,0,3,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,34,31,1,0,20130130,BKN,MIA
Shot Chart Detail,0021200675,117,2544,LeBron James,1610612748,Miami Heat,1,0,1,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,7,1,0,20130130,BKN,MIA
Shot Chart Detail,0021200675,222,2544,LeBron James,1610612748,Miami Heat,2,1,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-5,261,1,0,20130130,BKN,MIA
Shot Chart Detail,0021200675,252,2544,LeBron James,1610612748,Miami Heat,3,11,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,15,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,277,2544,LeBron James,1610612748,Miami Heat,3,7,39,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,34,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,298,2544,LeBron James,1610612748,Miami Heat,3,4,58,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,7,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,301,2544,LeBron James,1610612748,Miami Heat,3,4,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-191,181,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,324,2544,LeBron James,1610612748,Miami Heat,3,1,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,185,28,1,0,20130130,BKN,MIA
Shot Chart Detail,0021200675,358,2544,LeBron James,1610612748,Miami Heat,4,10,12,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-136,119,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200675,367,2544,LeBron James,1610612748,Miami Heat,4,9,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-70,142,1,1,20130130,BKN,MIA
Shot Chart Detail,0021200685,18,2544,LeBron James,1610612748,Miami Heat,1,9,20,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-35,72,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,27,2544,LeBron James,1610612748,Miami Heat,1,7,28,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,31,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,29,2544,LeBron James,1610612748,Miami Heat,1,7,12,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,26,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,68,2544,LeBron James,1610612748,Miami Heat,1,2,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,0,1,0,20130201,IND,MIA
Shot Chart Detail,0021200685,107,2544,LeBron James,1610612748,Miami Heat,1,0,38,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-106,36,1,0,20130201,IND,MIA
Shot Chart Detail,0021200685,116,2544,LeBron James,1610612748,Miami Heat,1,0,0,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,10,85,1,0,20130201,IND,MIA
Shot Chart Detail,0021200685,193,2544,LeBron James,1610612748,Miami Heat,2,5,2,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,45,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,205,2544,LeBron James,1610612748,Miami Heat,2,3,16,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,41,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,240,2544,LeBron James,1610612748,Miami Heat,2,0,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-49,271,1,0,20130201,IND,MIA
Shot Chart Detail,0021200685,246,2544,LeBron James,1610612748,Miami Heat,3,11,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-38,249,1,0,20130201,IND,MIA
Shot Chart Detail,0021200685,260,2544,LeBron James,1610612748,Miami Heat,3,9,25,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,26,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,272,2544,LeBron James,1610612748,Miami Heat,3,7,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,31,192,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,292,2544,LeBron James,1610612748,Miami Heat,3,5,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-100,82,1,0,20130201,IND,MIA
Shot Chart Detail,0021200685,319,2544,LeBron James,1610612748,Miami Heat,3,4,11,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-30,142,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,353,2544,LeBron James,1610612748,Miami Heat,3,0,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,110,99,1,0,20130201,IND,MIA
Shot Chart Detail,0021200685,394,2544,LeBron James,1610612748,Miami Heat,4,8,11,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-13,61,1,1,20130201,IND,MIA
Shot Chart Detail,0021200685,454,2544,LeBron James,1610612748,Miami Heat,4,1,41,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-138,60,1,0,20130201,IND,MIA
Shot Chart Detail,0021200707,4,2544,LeBron James,1610612748,Miami Heat,1,11,22,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,6,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,53,2544,LeBron James,1610612748,Miami Heat,1,6,11,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,7,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,94,2544,LeBron James,1610612748,Miami Heat,1,3,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-76,198,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,134,2544,LeBron James,1610612748,Miami Heat,1,0,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,3,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,193,2544,LeBron James,1610612748,Miami Heat,2,6,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,7,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,244,2544,LeBron James,1610612748,Miami Heat,2,1,25,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,64,25,1,0,20130203,TOR,MIA
Shot Chart Detail,0021200707,268,2544,LeBron James,1610612748,Miami Heat,2,0,16,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,53,148,1,0,20130203,TOR,MIA
Shot Chart Detail,0021200707,395,2544,LeBron James,1610612748,Miami Heat,3,1,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-177,186,1,0,20130203,TOR,MIA
Shot Chart Detail,0021200707,417,2544,LeBron James,1610612748,Miami Heat,3,0,5,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,23,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,431,2544,LeBron James,1610612748,Miami Heat,4,11,8,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-52,164,1,0,20130203,TOR,MIA
Shot Chart Detail,0021200707,438,2544,LeBron James,1610612748,Miami Heat,4,10,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,4,1,0,20130203,TOR,MIA
Shot Chart Detail,0021200707,449,2544,LeBron James,1610612748,Miami Heat,4,9,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-198,86,1,0,20130203,TOR,MIA
Shot Chart Detail,0021200707,456,2544,LeBron James,1610612748,Miami Heat,4,9,8,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,33,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,513,2544,LeBron James,1610612748,Miami Heat,4,2,20,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,520,2544,LeBron James,1610612748,Miami Heat,4,1,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-139,197,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200707,538,2544,LeBron James,1610612748,Miami Heat,4,0,32,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-8,227,1,1,20130203,TOR,MIA
Shot Chart Detail,0021200711,16,2544,LeBron James,1610612748,Miami Heat,1,9,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,28,2544,LeBron James,1610612748,Miami Heat,1,8,18,Made Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,18,52,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,111,2544,LeBron James,1610612748,Miami Heat,1,2,22,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-73,11,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,114,2544,LeBron James,1610612748,Miami Heat,1,1,51,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,0,91,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,119,2544,LeBron James,1610612748,Miami Heat,1,1,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,6,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,235,2544,LeBron James,1610612748,Miami Heat,2,2,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,9,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,288,2544,LeBron James,1610612748,Miami Heat,3,9,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,6,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,347,2544,LeBron James,1610612748,Miami Heat,3,2,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,4,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,349,2544,LeBron James,1610612748,Miami Heat,3,2,33,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,25,1,0,20130204,MIA,CHA
Shot Chart Detail,0021200711,357,2544,LeBron James,1610612748,Miami Heat,3,1,57,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,12,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,418,2544,LeBron James,1610612748,Miami Heat,4,7,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,1,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,428,2544,LeBron James,1610612748,Miami Heat,4,6,44,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,448,2544,LeBron James,1610612748,Miami Heat,4,5,0,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,1,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200711,496,2544,LeBron James,1610612748,Miami Heat,4,0,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,3,1,1,20130204,MIA,CHA
Shot Chart Detail,0021200726,12,2544,LeBron James,1610612748,Miami Heat,1,10,21,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,0,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,63,2544,LeBron James,1610612748,Miami Heat,1,5,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,20,192,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,75,2544,LeBron James,1610612748,Miami Heat,1,3,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-87,181,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,79,2544,LeBron James,1610612748,Miami Heat,1,3,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-205,15,1,0,20130206,MIA,HOU
Shot Chart Detail,0021200726,94,2544,LeBron James,1610612748,Miami Heat,1,2,44,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,17,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,181,2544,LeBron James,1610612748,Miami Heat,2,5,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,106,178,1,0,20130206,MIA,HOU
Shot Chart Detail,0021200726,195,2544,LeBron James,1610612748,Miami Heat,2,4,29,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,37,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,207,2544,LeBron James,1610612748,Miami Heat,2,3,24,Made Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-84,25,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,246,2544,LeBron James,1610612748,Miami Heat,2,0,8,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-3,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,263,2544,LeBron James,1610612748,Miami Heat,3,10,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,159,1,0,20130206,MIA,HOU
Shot Chart Detail,0021200726,273,2544,LeBron James,1610612748,Miami Heat,3,9,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,88,236,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,276,2544,LeBron James,1610612748,Miami Heat,3,9,3,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,55,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,292,2544,LeBron James,1610612748,Miami Heat,3,7,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-191,159,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,295,2544,LeBron James,1610612748,Miami Heat,3,7,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,12,1,1,20130206,MIA,HOU
Shot Chart Detail,0021200726,298,2544,LeBron James,1610612748,Miami Heat,3,6,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-231,138,1,0,20130206,MIA,HOU
Shot Chart Detail,0021200726,323,2544,LeBron James,1610612748,Miami Heat,3,4,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,14,1,0,20130206,MIA,HOU
Shot Chart Detail,0021200726,325,2544,LeBron James,1610612748,Miami Heat,3,4,14,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-79,143,1,0,20130206,MIA,HOU
Shot Chart Detail,0021200726,370,2544,LeBron James,1610612748,Miami Heat,3,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-171,195,1,0,20130206,MIA,HOU
Shot Chart Detail,0021200741,49,2544,LeBron James,1610612748,Miami Heat,1,6,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,211,1,1,20130208,MIA,LAC
Shot Chart Detail,0021200741,63,2544,LeBron James,1610612748,Miami Heat,1,3,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,3,1,1,20130208,MIA,LAC
Shot Chart Detail,0021200741,71,2544,LeBron James,1610612748,Miami Heat,1,2,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-158,101,1,1,20130208,MIA,LAC
Shot Chart Detail,0021200741,185,2544,LeBron James,1610612748,Miami Heat,2,3,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-160,116,1,1,20130208,MIA,LAC
Shot Chart Detail,0021200741,187,2544,LeBron James,1610612748,Miami Heat,2,2,20,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,45,1,1,20130208,MIA,LAC
Shot Chart Detail,0021200741,196,2544,LeBron James,1610612748,Miami Heat,2,1,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,15,1,1,20130208,MIA,LAC
Shot Chart Detail,0021200741,243,2544,LeBron James,1610612748,Miami Heat,3,10,7,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,22,1,0,20130208,MIA,LAC
Shot Chart Detail,0021200741,247,2544,LeBron James,1610612748,Miami Heat,3,9,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,39,266,1,1,20130208,MIA,LAC
Shot Chart Detail,0021200741,254,2544,LeBron James,1610612748,Miami Heat,3,8,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-100,235,1,1,20130208,MIA,LAC
